,Temp. Ins. (C),Umi. Ins. (%),Vel. Vento (m/s),Raj. Vento (m/s),Chuva (mm),num_ocorrencias
536,22.2,91.0,2.1,1.0,0.0,1.0
537,21.9,93.0,2.7,1.2,0.0,1.0
538,24.0,85.0,4.8,2.2,0.0,2.0
539,24.6,82.0,4.8,2.1,0.0,3.0
540,26.0,76.0,5.1,1.8,0.0,1.0
541,26.3,72.0,5.2,2.9,0.0,0.0
542,27.7,70.0,5.9,2.6,0.0,1.0
543,28.1,67.0,4.5,2.1,0.0,0.0
544,28.9,65.0,5.8,2.6,0.0,2.0
545,28.6,69.0,5.8,2.5,0.0,1.0
546,26.9,78.0,8.7,4.8,0.0,0.0
547,25.0,85.0,11.1,4.9,0.0,0.0
548,24.4,87.0,11.1,3.1,0.0,0.0
549,24.3,84.0,6.1,2.4,0.0,0.0
550,23.9,86.0,7.1,2.6,0.0,0.0
551,23.1,84.0,6.0,2.5,0.0,0.0
552,22.6,81.0,5.5,2.3,0.0,0.0
553,22.0,87.0,5.3,1.8,0.0,0.0
554,22.1,84.0,3.3,1.4,0.0,0.0
555,21.8,87.0,2.6,1.0,0.0,0.0
556,22.6,87.0,2.5,1.1,0.0,0.0
557,22.3,90.0,2.9,0.8,0.0,0.0
558,21.6,93.0,2.1,1.1,0.0,0.0
559,22.1,90.0,2.9,1.3,0.0,0.0
560,21.8,92.0,3.0,1.6,0.0,0.0
561,21.7,91.0,5.5,2.4,0.0,1.0
562,22.4,87.0,6.3,3.1,0.0,0.0
563,23.1,85.0,6.4,2.1,0.0,3.0
564,24.8,80.0,4.7,2.0,0.0,2.0
565,26.2,76.0,5.8,2.2,0.0,0.0
566,26.3,76.0,6.0,3.1,0.0,2.0
567,27.4,72.0,6.0,2.8,0.0,1.0
568,27.5,67.0,6.6,3.0,0.0,0.0
569,27.1,72.0,6.6,3.0,0.0,1.0
570,26.3,75.0,9.2,4.1,0.0,0.0
571,24.4,70.0,8.0,1.3,0.0,0.0
572,23.0,81.0,4.5,2.4,0.0,1.0
573,23.5,85.0,9.7,4.4,0.0,0.0
574,22.6,87.0,8.9,2.6,0.0,0.0
575,22.1,86.0,6.3,3.4,0.0,0.0
576,21.8,86.0,6.0,1.8,0.0,0.0
577,21.7,87.0,6.1,2.0,0.0,0.0
578,21.7,87.0,4.9,1.9,0.0,0.0
579,21.8,90.0,5.6,2.1,0.0,0.0
580,21.9,89.0,4.4,1.4,0.0,0.0
581,21.7,91.0,4.4,2.2,0.0,0.0
582,21.6,87.0,5.5,2.0,0.0,0.0
583,20.9,92.0,4.6,1.7,0.0,0.0
584,21.1,93.0,4.0,2.0,0.0,0.0
585,21.2,92.0,4.0,1.6,0.0,0.0
586,21.4,92.0,3.6,1.7,0.0,0.0
587,21.7,92.0,4.0,1.7,0.0,2.0
588,22.5,88.0,6.0,3.0,0.0,0.0
589,23.0,81.0,6.3,3.1,0.0,0.0
590,25.1,74.0,6.3,2.6,0.0,2.0
591,24.0,76.0,7.5,2.8,0.0,1.0
592,24.4,78.0,8.0,3.2,0.0,1.0
593,24.7,76.0,7.4,3.1,0.0,1.0
594,22.9,84.0,8.6,2.9,0.0,3.0
595,21.2,90.0,8.0,2.7,0.0,3.0
596,18.6,92.0,11.1,2.9,3.8,0.0
597,18.2,95.0,8.2,2.3,15.4,0.0
598,18.1,93.0,6.9,2.2,5.2,0.0
599,18.0,94.0,8.4,1.3,2.8,1.0
600,17.5,96.0,3.8,0.4,0.0,0.0
601,17.5,96.0,1.8,0.5,0.0,0.0
602,17.7,96.0,1.5,0.5,0.0,0.0
603,17.7,96.0,2.2,0.9,0.0,0.0
604,17.1,96.0,2.0,0.6,0.0,0.0
605,17.1,96.0,1.6,0.6,0.0,0.0
606,17.1,96.0,2.2,1.1,0.0,0.0
607,17.4,97.0,2.2,0.9,0.0,0.0
608,17.3,96.0,2.1,0.5,0.2,1.0
609,17.3,94.0,1.5,0.4,0.0,0.0
610,19.7,83.0,1.3,0.5,0.0,1.0
611,21.4,76.0,2.5,1.1,0.0,0.0
612,22.5,73.0,3.8,2.1,0.0,1.0
613,24.0,66.0,4.6,1.6,0.0,0.0
614,25.2,58.0,5.3,2.0,0.0,0.0
615,26.4,52.0,4.2,2.1,0.0,0.0
616,27.0,56.0,4.7,1.7,0.0,1.0
617,28.0,48.0,3.5,1.6,0.0,0.0
618,26.8,53.0,4.5,2.2,0.0,0.0
619,26.3,67.0,6.6,3.0,0.0,1.0
620,23.7,79.0,9.5,4.2,0.0,0.0
621,22.4,85.0,9.5,1.1,0.0,0.0
622,21.3,88.0,3.7,0.6,0.0,0.0
623,21.5,90.0,3.1,0.9,0.2,0.0
624,20.3,95.0,4.6,0.5,0.6,0.0
625,20.7,95.0,2.0,0.7,0.0,0.0
626,21.5,81.0,4.5,1.6,0.0,0.0
627,21.6,77.0,5.0,1.0,0.0,0.0
628,21.3,81.0,3.0,1.2,0.0,0.0
629,20.5,79.0,3.4,0.3,0.0,0.0
630,20.0,92.0,1.6,0.7,0.0,0.0
631,20.5,76.0,3.8,1.7,0.0,0.0
632,20.5,77.0,3.4,1.2,0.0,2.0
633,20.4,78.0,2.9,0.9,0.0,0.0
634,21.3,74.0,3.6,1.6,0.0,0.0
635,23.1,69.0,4.2,2.1,0.0,0.0
636,25.1,63.0,6.8,1.7,0.0,0.0
637,26.6,56.0,6.4,1.9,0.0,0.0
638,27.6,55.0,7.9,2.4,0.0,0.0
639,29.3,47.0,7.3,3.7,0.0,0.0
640,30.7,49.0,7.6,2.6,0.0,1.0
641,31.0,44.0,7.3,2.8,0.0,0.0
642,31.3,46.0,7.3,2.0,0.0,0.0
643,28.4,55.0,7.2,0.7,0.0,0.0
644,25.5,64.0,5.8,3.0,0.0,0.0
645,24.0,80.0,6.3,1.5,0.0,0.0
646,23.7,79.0,3.8,1.7,0.0,0.0
647,23.4,82.0,3.8,1.4,0.0,0.0
648,22.9,85.0,2.7,0.8,0.0,0.0
649,22.0,90.0,1.8,0.8,0.0,0.0
650,22.6,86.0,1.9,0.6,0.0,0.0
651,22.0,88.0,1.3,0.3,0.0,0.0
652,21.8,89.0,1.0,0.4,0.0,0.0
653,21.2,95.0,0.9,0.4,0.0,0.0
654,20.8,94.0,1.4,0.4,0.0,0.0
655,20.7,94.0,1.1,0.6,0.0,1.0
656,20.8,95.0,1.8,0.6,0.0,0.0
657,20.7,96.0,1.7,0.8,0.0,0.0
658,23.3,86.0,1.7,0.7,0.0,1.0
659,25.8,75.0,2.0,0.9,0.0,1.0
660,27.8,60.0,3.4,1.2,0.0,0.0
661,27.4,50.0,5.3,2.3,0.0,0.0
662,30.2,47.0,5.9,2.1,0.0,0.0
663,30.4,40.0,5.9,1.6,0.0,2.0
664,31.2,38.0,5.2,1.9,0.0,0.0
665,32.8,34.0,5.7,1.7,0.0,1.0
666,33.8,28.0,5.7,1.8,0.0,0.0
667,32.7,30.0,5.5,1.6,0.0,0.0
668,27.9,72.0,8.5,4.4,0.0,0.0
669,26.1,79.0,9.1,3.1,0.0,1.0
670,24.8,86.0,8.0,3.3,0.0,1.0
671,24.3,88.0,6.1,1.9,0.0,0.0
672,23.9,88.0,4.8,1.9,0.0,0.0
673,23.3,91.0,4.0,1.0,0.0,0.0
674,22.8,91.0,3.3,0.7,0.0,0.0
675,22.5,91.0,1.4,0.8,0.0,0.0
676,22.2,94.0,1.4,0.5,0.0,0.0
677,22.1,94.0,0.7,0.3,0.0,0.0
678,22.4,96.0,0.8,0.5,0.0,0.0
679,22.0,94.0,0.8,0.3,0.0,0.0
680,21.9,96.0,0.5,0.2,0.0,0.0
681,21.7,96.0,0.8,0.2,0.0,2.0
682,24.5,75.0,2.3,1.2,0.0,7.0
683,27.2,67.0,2.9,1.0,0.0,0.0
684,29.2,55.0,3.2,0.7,0.0,0.0
685,30.3,52.0,3.6,1.3,0.0,0.0
686,30.9,47.0,3.6,1.4,0.0,1.0
687,32.2,43.0,3.3,1.1,0.0,1.0
688,33.2,40.0,4.5,1.7,0.0,2.0
689,31.8,45.0,5.3,2.8,0.0,0.0
690,28.7,65.0,7.7,2.4,0.0,0.0
691,28.7,61.0,5.7,2.4,0.0,0.0
692,27.4,60.0,5.7,0.7,0.0,0.0
693,28.4,59.0,3.2,0.9,0.0,0.0
694,26.4,75.0,2.8,0.5,0.0,0.0
695,25.3,71.0,4.4,0.8,0.0,1.0
696,24.2,80.0,2.7,0.9,0.0,0.0
697,24.0,89.0,2.8,1.4,0.0,0.0
698,23.5,92.0,2.8,0.8,0.0,0.0
699,23.4,88.0,1.9,0.8,0.0,0.0
700,23.3,88.0,1.3,0.7,0.0,0.0
701,23.9,83.0,2.2,1.1,0.0,0.0
702,23.4,84.0,2.2,0.7,0.0,0.0
703,22.6,90.0,1.8,0.8,0.0,0.0
704,22.6,85.0,3.3,0.8,0.0,0.0
705,21.5,94.0,2.4,0.4,0.0,0.0
706,24.3,79.0,1.6,0.7,0.0,0.0
707,26.3,69.0,3.3,1.8,0.0,1.0
708,29.2,53.0,4.7,2.0,0.0,0.0
709,31.7,48.0,5.2,1.9,0.0,0.0
710,32.4,38.0,5.0,1.8,0.0,1.0
711,32.8,38.0,4.9,1.7,0.0,0.0
712,33.9,33.0,5.0,1.8,0.0,1.0
713,30.7,57.0,7.6,2.5,0.0,0.0
714,30.7,62.0,7.9,3.2,0.0,0.0
715,31.5,39.0,8.4,4.3,0.0,0.0
716,28.8,50.0,8.4,2.5,0.0,0.0
717,28.1,53.0,5.8,1.1,0.0,0.0
718,26.5,61.0,2.2,0.6,0.0,0.0
719,25.9,63.0,3.6,0.7,0.0,0.0
720,24.7,70.0,2.0,1.1,0.0,0.0
721,23.7,82.0,1.4,0.6,0.0,0.0
722,23.8,80.0,1.6,0.7,0.0,0.0
723,23.2,86.0,1.6,0.4,0.0,0.0
724,22.8,90.0,1.5,0.4,0.0,0.0
725,22.3,91.0,1.3,0.2,0.0,0.0
726,21.6,94.0,1.8,0.2,0.0,0.0
727,21.0,91.0,2.0,0.4,0.0,0.0
728,20.9,89.0,1.1,0.2,0.0,0.0
729,20.9,93.0,1.4,0.4,0.0,0.0
730,23.7,79.0,1.9,1.1,0.0,1.0
731,26.5,66.0,2.3,1.0,0.0,1.0
732,29.1,54.0,2.3,1.0,0.0,0.0
733,31.5,28.0,2.5,1.1,0.0,1.0
734,32.0,32.0,3.6,1.7,0.0,0.0
735,32.3,32.0,4.0,2.3,0.0,1.0
736,32.5,41.0,6.8,3.1,0.0,0.0
737,31.6,48.0,6.8,3.9,0.0,0.0
738,31.7,49.0,7.8,3.5,0.0,0.0
739,31.1,43.0,8.1,3.6,0.0,0.0
740,30.1,45.0,8.8,3.4,0.0,0.0
741,28.5,47.0,8.5,2.6,0.0,1.0
742,26.9,47.0,6.2,1.3,0.0,1.0
743,25.0,69.0,4.1,1.1,0.0,0.0
744,24.2,78.0,3.0,0.6,0.0,0.0
745,23.7,76.0,2.0,1.1,0.0,0.0
746,23.2,77.0,2.0,0.8,0.0,0.0
747,22.8,80.0,1.8,0.5,0.0,0.0
748,22.2,85.0,1.4,0.3,0.0,0.0
749,21.1,85.0,1.8,0.6,0.0,0.0
750,20.7,90.0,1.8,0.7,0.0,0.0
751,20.4,88.0,1.6,0.7,0.0,0.0
752,20.7,82.0,4.7,1.5,0.0,0.0
753,20.7,90.0,2.2,0.6,0.0,0.0
754,24.4,77.0,1.8,0.7,0.0,0.0
755,26.3,62.0,2.1,0.7,0.0,1.0
756,28.1,55.0,2.2,1.1,0.0,1.0
757,30.3,31.0,3.0,1.0,0.0,1.0
758,30.6,31.0,3.8,1.8,0.0,1.0
759,32.4,32.0,3.8,1.7,0.0,0.0
760,32.9,25.0,3.7,1.9,0.0,0.0
761,33.6,27.0,4.0,2.2,0.0,1.0
762,32.8,42.0,5.9,3.2,0.0,1.0
763,29.6,67.0,8.0,3.5,0.0,0.0
764,28.4,72.0,8.5,3.1,0.0,0.0
765,26.3,77.0,8.6,4.2,0.0,0.0
766,24.5,86.0,8.6,2.8,0.0,0.0
767,23.9,89.0,6.5,2.1,0.0,0.0
768,23.4,88.0,4.8,2.0,0.0,0.0
769,22.6,92.0,4.6,1.2,0.0,0.0
770,22.1,93.0,2.9,0.7,0.0,0.0
771,21.9,94.0,1.7,0.8,0.0,1.0
772,21.8,93.0,1.7,0.8,0.0,0.0
773,21.5,95.0,1.7,0.7,0.0,0.0
774,20.9,96.0,2.8,0.4,0.0,0.0
775,20.7,97.0,1.3,0.8,0.0,0.0
776,20.7,94.0,4.6,1.9,0.0,0.0
777,20.3,91.0,4.6,1.6,0.0,0.0
778,20.5,94.0,4.2,1.5,0.0,1.0
779,22.8,91.0,3.2,1.1,0.0,1.0
780,25.6,80.0,3.1,1.1,0.0,1.0
781,28.6,59.0,3.9,1.8,0.0,0.0
782,31.1,50.0,4.2,1.3,0.0,0.0
783,33.2,37.0,5.4,1.6,0.0,0.0
784,34.2,33.0,4.6,1.4,0.0,2.0
785,35.1,29.0,5.6,2.1,0.0,2.0
786,35.1,25.0,5.5,1.6,0.0,0.0
787,29.2,77.0,8.2,4.0,0.0,0.0
788,27.9,81.0,7.5,3.0,0.0,0.0
789,26.3,86.0,8.3,2.9,0.0,0.0
790,24.9,89.0,6.2,2.2,0.0,0.0
791,24.3,89.0,4.8,0.9,0.0,0.0
792,23.7,92.0,3.0,0.7,0.0,0.0
793,23.8,91.0,3.1,1.7,0.0,0.0
794,23.4,91.0,7.0,2.9,0.0,0.0
795,23.4,88.0,6.9,2.8,0.0,0.0
796,22.9,88.0,6.9,2.7,0.0,0.0
797,22.3,86.0,6.6,2.4,0.0,0.0
798,21.9,88.0,4.6,1.7,0.0,0.0
799,21.5,90.0,4.1,1.4,0.0,0.0
800,21.6,94.0,3.9,1.3,0.0,1.0
801,22.1,92.0,4.5,2.0,0.0,0.0
802,22.9,90.0,4.5,1.9,0.0,2.0
803,24.1,82.0,5.2,2.1,0.0,0.0
804,24.9,79.0,7.0,2.7,0.0,0.0
805,25.3,77.0,7.1,1.7,0.0,1.0
806,25.9,76.0,5.5,2.8,0.0,0.0
807,26.1,75.0,5.5,2.5,0.0,0.0
808,26.9,73.0,6.2,3.1,0.0,0.0
809,26.7,72.0,8.3,3.9,0.0,0.0
810,26.7,73.0,8.2,4.3,0.0,0.0
811,25.5,79.0,9.3,3.9,0.0,0.0
812,23.9,82.0,8.0,3.9,0.0,0.0
813,23.1,86.0,10.3,4.4,0.0,0.0
814,22.2,88.0,8.3,4.7,0.0,0.0
815,21.4,91.0,8.1,2.1,0.0,0.0
816,21.2,92.0,5.5,2.6,0.2,0.0
817,21.4,91.0,5.8,3.1,0.0,0.0
818,21.1,92.0,5.8,1.2,0.0,1.0
819,21.0,94.0,2.4,0.9,0.2,0.0
820,20.0,93.0,9.1,2.7,5.0,0.0
821,19.3,97.0,12.5,5.3,56.0,2.0
822,20.0,97.0,12.5,2.0,20.0,1.0
823,19.8,97.0,7.9,3.1,10.0,1.0
824,19.6,97.0,8.5,3.6,7.0,2.0
825,19.5,96.0,8.6,3.7,3.4,2.0
826,19.7,96.0,8.8,2.3,0.0,2.0
827,19.6,96.0,7.7,2.5,1.2,2.0
828,20.0,95.0,7.0,3.7,0.0,2.0
829,20.4,88.0,9.0,4.2,0.0,2.0
830,20.6,87.0,9.1,3.3,0.0,1.0
831,20.1,91.0,8.3,3.8,0.0,1.0
832,18.8,93.0,8.8,3.7,0.0,1.0
833,20.0,88.0,8.3,4.0,0.0,0.0
834,19.1,89.0,10.5,4.3,0.2,2.0
835,18.7,90.0,9.1,4.4,0.2,0.0
836,18.3,89.0,9.1,3.4,0.0,2.0
837,17.9,85.0,9.8,3.8,0.0,2.0
838,17.7,85.0,8.4,2.8,0.0,0.0
839,17.6,87.0,5.1,2.3,0.0,0.0
840,17.5,89.0,5.8,3.1,0.0,0.0
841,17.4,89.0,6.5,3.5,0.0,0.0
842,17.3,90.0,6.5,2.6,0.0,0.0
843,17.6,89.0,6.3,2.6,0.0,0.0
844,17.6,88.0,5.9,2.2,0.0,0.0
845,17.6,90.0,5.7,2.0,0.0,0.0
846,17.7,91.0,4.5,1.4,0.0,0.0
847,17.5,91.0,4.0,1.0,0.0,1.0
848,17.1,93.0,3.0,0.5,0.0,1.0
849,17.4,92.0,2.2,1.0,0.0,2.0
850,17.8,92.0,1.9,1.0,0.0,2.0
851,17.9,92.0,3.7,1.2,0.0,1.0
852,18.8,88.0,3.8,1.7,0.0,1.0
853,19.4,91.0,4.6,1.6,0.0,1.0
854,20.4,87.0,7.3,3.5,0.0,1.0
855,21.3,84.0,7.5,3.0,0.0,1.0
856,20.4,86.0,6.8,3.2,0.0,0.0
857,19.4,90.0,7.8,4.1,0.0,2.0
858,20.2,86.0,7.9,3.8,0.0,0.0
859,19.3,87.0,8.4,4.1,0.0,0.0
860,19.7,86.0,7.9,3.3,0.0,0.0
861,19.1,90.0,9.2,3.7,0.0,0.0
862,18.7,94.0,8.3,3.6,0.6,1.0
863,18.0,93.0,10.0,4.8,0.6,0.0
864,18.2,92.0,9.8,3.5,0.0,0.0
865,18.3,87.0,8.0,2.7,0.0,0.0
866,18.4,89.0,6.3,2.6,0.0,0.0
867,18.3,87.0,7.0,3.2,0.0,0.0
868,18.3,86.0,6.3,2.3,0.0,1.0
869,18.1,87.0,6.0,2.4,0.0,0.0
870,18.2,84.0,5.4,2.2,0.0,0.0
871,18.3,84.0,4.9,1.8,0.0,0.0
872,18.6,82.0,5.1,1.9,0.0,1.0
873,17.9,84.0,4.5,2.0,0.4,0.0
874,16.9,89.0,4.6,2.4,0.4,2.0
875,16.6,92.0,6.0,2.6,2.4,3.0
876,16.5,96.0,5.5,2.0,5.8,0.0
877,16.7,97.0,5.0,1.3,13.4,0.0
878,16.6,97.0,6.5,2.5,13.2,0.0
879,17.7,97.0,7.0,1.2,8.2,0.0
880,17.9,96.0,2.7,0.7,2.8,2.0
881,18.6,94.0,4.2,2.1,3.4,2.0
882,17.8,95.0,4.3,1.9,2.8,1.0
883,17.7,95.0,5.2,2.0,0.2,1.0
884,18.7,92.0,4.8,1.4,0.0,0.0
885,18.1,95.0,5.4,2.7,0.0,0.0
886,17.9,95.0,5.4,2.2,0.0,0.0
887,17.8,95.0,5.4,2.2,0.6,0.0
888,18.1,94.0,5.1,2.0,0.0,0.0
889,17.9,93.0,4.4,1.5,0.0,0.0
890,17.7,95.0,4.3,1.0,0.0,0.0
891,17.6,94.0,3.2,1.7,0.0,0.0
892,17.3,95.0,3.4,1.1,0.0,0.0
893,17.2,96.0,3.8,1.4,0.0,0.0
894,17.1,94.0,3.8,0.8,0.0,0.0
895,17.0,96.0,2.1,0.4,0.0,1.0
896,17.4,95.0,3.0,0.7,0.0,1.0
897,17.1,97.0,2.0,0.8,0.0,2.0
898,18.3,92.0,3.7,1.3,0.0,0.0
899,19.7,85.0,3.8,1.6,0.0,0.0
900,20.7,79.0,4.1,1.6,0.0,3.0
901,21.2,77.0,4.7,1.1,0.0,2.0
902,22.3,71.0,3.8,1.0,0.0,1.0
903,23.2,65.0,3.4,1.7,0.0,1.0
904,25.0,62.0,4.1,1.3,0.0,1.0
905,24.2,62.0,3.4,1.3,0.0,0.0
906,24.2,74.0,6.5,3.4,0.2,1.0
907,22.4,82.0,9.1,4.0,0.0,0.0
908,21.2,85.0,7.3,3.6,0.0,0.0
909,20.5,88.0,7.3,3.1,0.0,0.0
910,19.7,89.0,7.3,2.6,0.0,1.0
911,19.4,88.0,5.4,1.9,0.0,0.0
912,19.5,87.0,4.8,1.4,0.0,0.0
913,19.5,89.0,3.6,1.2,0.0,0.0
914,19.1,87.0,4.0,1.3,0.0,0.0
915,18.9,87.0,3.5,1.2,0.0,0.0
916,18.7,88.0,3.3,1.3,0.0,0.0
917,18.0,92.0,2.7,0.5,0.0,0.0
918,17.7,93.0,1.6,0.4,0.0,0.0
919,17.6,94.0,1.7,0.5,0.0,0.0
920,17.5,97.0,1.4,0.5,0.0,1.0
921,17.8,95.0,1.6,0.8,0.0,1.0
922,19.4,87.0,1.7,0.9,0.0,2.0
923,20.7,81.0,3.2,1.2,0.0,2.0
924,21.7,80.0,3.5,1.8,0.0,3.0
925,23.4,71.0,3.7,1.8,0.0,1.0
926,25.1,65.0,3.5,1.9,0.0,0.0
927,26.5,63.0,3.8,1.6,0.0,1.0
928,28.1,45.0,4.7,1.6,0.0,0.0
929,26.1,67.0,6.7,3.8,0.0,0.0
930,25.7,75.0,8.3,3.8,0.0,1.0
931,24.9,79.0,8.3,3.7,0.0,0.0
932,23.7,81.0,9.6,3.7,0.0,0.0
933,22.7,81.0,8.3,3.4,0.0,0.0
934,21.4,87.0,7.2,3.1,0.0,0.0
935,20.6,89.0,6.0,2.3,0.0,1.0
936,20.5,90.0,4.5,1.8,0.0,0.0
937,20.0,91.0,3.8,1.7,0.0,0.0
938,19.6,93.0,3.8,1.0,0.0,0.0
939,19.8,91.0,2.7,0.9,0.0,0.0
940,19.5,90.0,3.0,1.0,0.0,0.0
941,19.3,92.0,3.8,1.2,0.0,0.0
942,18.6,92.0,2.9,0.6,0.0,0.0
943,18.1,93.0,1.5,0.6,0.0,0.0
944,17.8,95.0,1.3,0.5,0.0,0.0
945,18.2,93.0,2.5,0.8,0.0,0.0
946,18.4,92.0,2.8,0.8,0.0,0.0
947,21.0,83.0,4.8,1.9,0.0,1.0
948,23.5,70.0,4.8,1.8,0.0,0.0
949,25.1,61.0,4.0,1.7,0.0,0.0
950,27.3,50.0,3.6,1.7,0.0,0.0
951,28.8,43.0,3.9,1.4,0.0,0.0
952,29.2,40.0,4.6,2.3,0.0,0.0
953,29.9,37.0,4.8,2.4,0.0,0.0
954,28.3,52.0,6.9,3.4,0.0,2.0
955,27.0,64.0,7.5,3.5,0.0,1.0
956,25.9,61.0,9.0,3.5,0.0,0.0
957,24.0,74.0,7.4,3.5,0.0,0.0
958,22.0,85.0,7.6,3.1,0.0,2.0
959,21.1,89.0,6.3,2.0,0.0,0.0
960,20.6,89.0,5.5,1.7,0.0,0.0
961,19.9,91.0,3.8,1.1,0.0,0.0
962,19.6,92.0,2.8,0.7,0.0,0.0
963,19.9,86.0,2.4,0.9,0.0,0.0
964,20.0,78.0,2.5,1.2,0.0,0.0
965,20.1,78.0,3.5,1.1,0.0,0.0
966,19.8,80.0,2.7,1.2,0.0,0.0
967,19.5,84.0,2.9,1.2,0.0,0.0
968,19.5,85.0,3.3,1.0,0.0,0.0
969,19.5,86.0,3.9,1.5,0.0,0.0
970,20.6,83.0,3.4,0.8,0.0,0.0
971,22.6,76.0,3.3,1.6,0.0,0.0
972,25.6,64.0,2.8,1.0,0.0,12.0
973,28.0,55.0,4.0,1.9,0.0,4.0
974,29.8,49.0,6.4,2.9,0.0,2.0
975,31.4,40.0,7.5,2.5,0.0,4.0
976,32.0,43.0,6.6,1.6,0.0,0.0
977,31.4,36.0,6.4,1.9,0.0,0.0
978,32.5,36.0,5.6,1.6,0.0,1.0
979,28.8,67.0,6.0,2.7,0.0,0.0
980,26.7,71.0,8.1,3.0,0.0,1.0
981,24.4,83.0,7.6,3.5,0.0,1.0
982,23.5,87.0,6.9,2.4,0.0,0.0
983,22.7,88.0,6.2,1.2,0.0,0.0
984,22.1,91.0,2.6,0.5,0.0,0.0
985,23.3,85.0,2.7,0.7,0.0,0.0
986,24.3,77.0,4.5,1.8,0.0,1.0
987,24.0,80.0,5.0,1.3,0.0,0.0
988,23.1,83.0,3.7,1.4,0.0,0.0
989,23.0,78.0,3.5,1.2,0.0,0.0
990,22.4,79.0,2.8,1.1,0.0,0.0
991,22.2,80.0,4.3,1.8,0.0,0.0
992,22.3,80.0,3.4,1.1,0.0,0.0
993,21.0,87.0,2.9,0.6,0.0,0.0
994,23.9,76.0,5.5,2.4,0.0,1.0
995,24.9,73.0,7.0,2.7,0.0,2.0
996,25.8,70.0,7.7,2.7,0.0,3.0
997,28.7,62.0,10.6,3.8,0.0,0.0
998,29.1,63.0,10.6,3.3,0.0,2.0
999,30.3,54.0,10.1,4.1,0.0,1.0
1000,31.1,50.0,10.8,3.9,0.0,1.0
1001,32.0,52.0,9.6,3.1,0.0,1.0
1002,32.2,46.0,7.8,3.4,0.0,0.0
1003,30.9,49.0,8.3,2.3,0.0,0.0
1004,30.7,52.0,6.5,0.9,0.0,1.0
1005,30.2,53.0,5.0,1.0,0.0,0.0
1006,26.1,78.0,5.9,2.1,0.0,0.0
1007,25.0,84.0,4.1,1.5,0.0,0.0
1008,25.2,80.0,2.1,1.0,0.0,0.0
1009,26.3,69.0,3.6,1.4,0.0,0.0
1010,26.3,65.0,4.5,1.2,0.0,0.0
1011,25.8,67.0,5.4,1.4,0.0,0.0
1012,25.4,70.0,3.2,1.0,0.0,0.0
1013,24.8,74.0,4.5,1.6,0.0,0.0
1014,25.0,73.0,5.3,1.3,0.0,0.0
1015,21.8,86.0,8.6,2.0,0.0,1.0
1016,21.7,87.0,4.7,1.6,0.0,0.0
1017,20.9,94.0,4.5,0.8,0.0,0.0
1018,21.6,96.0,3.7,1.2,0.2,3.0
1019,23.2,87.0,5.8,1.6,0.0,2.0
1020,24.2,79.0,6.9,2.5,0.0,0.0
1021,25.9,72.0,8.5,3.1,0.0,0.0
1022,26.4,72.0,9.6,2.8,0.0,0.0
1023,27.8,70.0,7.2,2.2,0.0,0.0
1024,28.6,63.0,6.6,2.3,0.0,0.0
1025,28.2,60.0,6.6,1.5,0.0,0.0
1026,29.7,55.0,5.8,1.9,0.0,1.0
1027,29.0,58.0,5.5,1.5,0.0,6.0
1028,23.2,85.0,11.0,4.5,0.0,2.0
1029,21.5,95.0,11.0,1.0,13.0,2.0
1030,21.3,93.0,7.5,3.2,2.6,0.0
1031,21.1,95.0,9.2,4.2,2.4,0.0
1032,20.7,95.0,8.8,3.4,0.8,0.0
1033,20.6,94.0,8.5,3.1,0.6,2.0
1034,20.4,92.0,8.5,4.8,0.0,0.0
1035,20.5,92.0,8.2,4.0,0.0,0.0
1036,20.5,90.0,7.5,3.5,0.0,1.0
1037,20.1,93.0,8.6,3.1,0.0,0.0
1038,19.8,94.0,9.4,4.6,0.2,1.0
1039,19.3,94.0,9.3,3.5,0.2,1.0
1040,19.6,93.0,8.0,3.7,0.0,1.0
1041,19.1,92.0,12.5,4.5,0.2,2.0
1042,18.0,88.0,11.5,4.0,0.4,1.0
1043,19.0,87.0,8.9,3.3,0.0,5.0
1044,19.6,87.0,7.3,3.6,0.2,2.0
1045,20.4,86.0,7.6,3.7,0.0,0.0
1046,19.4,92.0,8.4,3.1,0.0,1.0
1047,19.3,95.0,6.9,2.0,1.4,0.0
1048,19.3,90.0,7.2,3.6,0.2,0.0
1049,19.5,93.0,8.3,3.5,0.0,1.0
1050,19.4,90.0,7.5,3.3,0.0,1.0
1051,18.6,90.0,8.9,4.0,0.0,0.0
1052,18.5,86.0,10.3,4.0,0.0,0.0
1053,18.1,88.0,9.7,4.0,0.0,1.0
1054,17.6,91.0,9.4,3.3,0.0,2.0
1055,17.7,92.0,7.7,4.0,0.4,3.0
1056,18.0,92.0,7.1,2.6,0.0,1.0
1057,17.7,95.0,5.6,1.9,0.2,0.0
1058,17.6,94.0,6.6,2.8,0.2,0.0
1059,17.8,92.0,7.8,1.9,0.0,0.0
1060,17.7,91.0,5.5,1.6,0.0,0.0
1061,17.7,91.0,4.0,1.8,0.0,0.0
1062,17.9,90.0,4.0,1.5,0.0,0.0
1063,18.0,90.0,4.5,1.7,0.0,1.0
1064,18.0,90.0,4.8,2.1,0.0,1.0
1065,17.9,91.0,4.5,1.3,0.0,2.0
1066,18.5,87.0,3.9,1.2,0.0,1.0
1067,18.2,91.0,4.2,1.4,0.0,0.0
1068,20.8,82.0,5.0,1.7,0.0,0.0
