Temp. Ins. (C),Umi. Ins. (%),Vel. Vento (m/s),Raj. Vento (m/s),Chuva (mm),num_ocorrencias
13.1,96.0,1.6,4.7,0.0,0.0
12.9,97.0,1.3,4.4,0.0,1.0
12.5,100.0,1.5,3.5,0.0,0.0
12.4,100.0,1.3,3.2,0.0,0.0
12.0,100.0,1.0,2.8,0.0,1.0
11.2,100.0,0.7,2.3,0.0,0.0
11.5,100.0,1.6,2.6,0.0,0.0
11.9,100.0,2.2,4.8,0.0,0.0
13.1,100.0,0.8,3.7,0.0,0.0
14.0,100.0,1.3,3.5,0.0,0.0
15.1,93.0,2.0,4.7,0.0,1.0
16.4,82.0,3.2,6.3,0.0,2.0
18.2,76.0,2.3,6.3,0.2,0.0
19.0,74.0,3.3,6.0,0.0,0.0
19.4,73.0,3.1,8.0,0.0,1.0
19.2,67.0,4.2,8.4,0.0,1.0
19.4,68.0,3.6,8.4,0.0,0.0
19.1,76.0,3.2,8.4,0.0,4.0
17.4,85.0,3.7,8.8,0.0,0.0
16.5,93.0,3.9,9.4,0.0,0.0
16.2,97.0,3.0,8.7,0.0,0.0
16.0,95.0,3.3,7.3,0.0,0.0
15.8,98.0,2.3,7.7,0.0,0.0
15.7,99.0,2.6,5.9,0.0,0.0
15.5,100.0,2.3,5.9,0.0,0.0
15.2,100.0,2.1,5.2,0.0,0.0
14.8,100.0,1.5,3.7,0.0,0.0
14.8,100.0,1.5,3.8,0.0,0.0
14.3,100.0,1.0,3.8,0.0,0.0
14.2,100.0,1.2,3.2,0.0,1.0
14.3,98.0,1.3,3.1,0.0,0.0
14.1,98.0,1.3,3.2,0.0,0.0
14.5,96.0,1.5,4.0,0.0,2.0
15.6,94.0,1.5,3.9,0.0,1.0
16.5,88.0,2.0,4.9,0.0,1.0
18.4,80.0,1.6,4.3,0.0,0.0
20.9,72.0,1.5,3.8,0.0,0.0
21.7,63.0,2.5,4.6,0.0,0.0
21.8,59.0,3.9,7.1,0.0,0.0
21.6,62.0,3.5,7.4,0.0,0.0
20.7,70.0,4.0,8.0,0.0,0.0
19.5,79.0,3.9,7.4,0.0,0.0
18.7,87.0,3.2,7.4,0.0,0.0
17.7,90.0,3.2,7.5,0.0,0.0
17.6,98.0,2.3,6.9,0.0,0.0
17.7,98.0,1.6,5.6,0.0,0.0
17.6,100.0,2.5,6.2,0.0,0.0
17.6,99.0,2.7,6.5,0.0,0.0
17.7,98.0,2.1,6.8,0.0,0.0
17.2,97.0,2.0,5.9,0.0,0.0
16.5,100.0,1.5,4.0,0.0,0.0
16.5,100.0,1.8,3.7,0.0,0.0
15.8,100.0,0.5,3.8,0.0,0.0
15.8,100.0,1.0,2.9,0.0,0.0
15.6,100.0,0.6,3.2,0.0,0.0
15.5,100.0,0.8,1.7,0.0,0.0
15.8,100.0,0.8,2.5,0.0,0.0
18.1,92.0,1.3,2.6,0.0,0.0
19.8,89.0,2.1,3.9,0.0,0.0
20.7,79.0,2.2,5.5,0.0,0.0
21.0,81.0,2.7,5.0,0.0,0.0
21.3,78.0,2.5,5.8,0.0,1.0
22.7,72.0,2.8,6.9,0.0,0.0
22.5,73.0,3.2,7.7,0.0,0.0
22.0,78.0,3.8,8.6,0.0,1.0
21.1,79.0,3.5,8.3,0.0,0.0
19.5,90.0,3.7,8.5,0.0,0.0
18.9,95.0,2.8,7.8,0.0,0.0
18.2,98.0,2.9,7.2,0.0,0.0
18.3,98.0,3.3,6.7,0.0,0.0
18.2,99.0,2.3,6.8,0.0,0.0
17.7,98.0,3.1,6.6,0.0,0.0
17.0,100.0,2.2,6.4,0.0,0.0
16.7,100.0,1.6,4.6,0.0,0.0
16.4,100.0,1.5,3.4,0.0,0.0
16.3,100.0,1.4,4.0,0.0,0.0
15.9,100.0,1.2,3.0,0.0,0.0
15.8,100.0,0.9,3.4,0.0,0.0
15.9,95.0,1.1,3.1,0.0,0.0
15.8,92.0,0.9,2.9,0.0,1.0
16.0,90.0,0.9,2.2,0.0,1.0
17.7,85.0,1.2,3.1,0.0,2.0
19.4,72.0,1.6,4.6,0.0,0.0
21.2,59.0,1.7,4.3,0.0,1.0
22.3,50.0,2.0,4.7,0.0,0.0
21.7,63.0,3.4,6.9,0.0,0.0
21.9,59.0,4.0,7.9,0.0,0.0
22.1,66.0,4.1,7.9,0.0,0.0
20.8,76.0,3.9,8.8,0.0,0.0
19.9,78.0,3.9,8.9,0.0,1.0
18.8,83.0,4.4,8.0,0.0,0.0
17.9,90.0,2.9,7.7,0.0,0.0
17.4,97.0,2.5,6.8,0.0,0.0
17.3,99.0,1.5,6.1,0.0,0.0
17.2,100.0,1.5,4.9,0.0,0.0
16.9,99.0,1.1,5.4,0.0,0.0
16.2,100.0,1.1,3.4,0.0,0.0
16.1,100.0,1.7,4.0,0.0,0.0
15.6,100.0,1.4,4.1,0.0,0.0
15.4,100.0,0.4,3.4,0.0,0.0
15.0,100.0,0.6,1.1,0.0,0.0
15.2,100.0,0.5,1.8,0.0,0.0
15.1,100.0,0.5,1.6,0.0,0.0
15.1,100.0,0.8,1.5,0.0,0.0
15.1,100.0,0.4,1.3,0.2,0.0
16.6,96.0,1.2,2.7,0.0,0.0
18.5,85.0,1.2,3.5,0.0,1.0
20.0,74.0,1.0,3.3,0.0,1.0
22.1,66.0,1.1,3.7,0.0,0.0
22.7,58.0,1.5,3.9,0.0,0.0
24.3,49.0,1.4,4.3,0.0,1.0
25.3,41.0,1.2,4.8,0.0,1.0
23.5,68.0,1.7,5.8,0.0,0.0
20.1,92.0,3.3,7.5,0.0,1.0
19.7,94.0,2.4,6.4,0.0,0.0
18.9,97.0,2.2,4.8,0.0,0.0
18.6,99.0,1.8,4.6,0.0,0.0
18.1,100.0,2.1,5.5,0.0,0.0
17.5,100.0,1.3,4.2,0.0,0.0
17.2,100.0,0.9,2.4,0.0,0.0
16.8,100.0,0.6,1.9,0.0,0.0
16.9,100.0,0.5,1.7,0.0,0.0
17.1,100.0,0.5,1.1,0.0,0.0
17.4,100.0,1.2,2.1,0.0,0.0
17.8,100.0,1.1,2.3,0.0,0.0
18.0,97.0,1.0,3.2,0.0,0.0
18.2,97.0,1.1,3.2,0.0,1.0
18.1,97.0,1.3,3.3,0.0,1.0
18.1,99.0,1.0,3.4,0.0,0.0
19.7,90.0,1.2,3.2,0.0,1.0
20.6,86.0,1.1,3.3,0.0,0.0
22.4,77.0,1.1,3.6,0.0,1.0
23.3,74.0,0.9,3.0,0.0,0.0
23.0,79.0,1.9,4.3,0.0,2.0
21.6,87.0,2.5,7.2,0.0,1.0
20.7,91.0,1.9,6.4,0.2,0.0
20.7,90.0,1.6,7.6,0.0,0.0
20.7,87.0,3.3,8.0,0.0,0.0
20.5,87.0,2.4,6.7,0.0,0.0
19.5,93.0,2.3,5.8,0.0,0.0
19.5,92.0,1.4,7.5,0.0,0.0
19.1,95.0,1.8,4.4,0.0,0.0
18.8,98.0,1.6,6.8,0.0,0.0
18.0,100.0,2.2,5.1,0.0,0.0
17.5,100.0,1.5,5.1,0.0,0.0
17.4,100.0,1.7,4.3,0.0,0.0
17.5,100.0,2.0,4.6,0.0,0.0
17.8,100.0,2.1,5.2,0.0,0.0
17.4,100.0,2.2,5.2,0.0,0.0
17.4,100.0,0.9,5.1,0.0,0.0
16.9,100.0,0.9,2.2,0.0,0.0
17.6,100.0,2.2,5.4,0.0,0.0
17.9,100.0,1.9,5.4,0.0,0.0
19.4,98.0,2.4,5.4,0.0,0.0
20.7,89.0,2.1,5.9,0.0,0.0
22.3,78.0,2.3,5.0,0.0,0.0
22.6,70.0,1.5,4.9,0.0,1.0
23.3,66.0,1.7,4.0,0.0,0.0
23.7,65.0,1.1,4.0,0.0,0.0
22.4,76.0,1.6,5.7,0.0,0.0
21.4,87.0,2.1,5.4,0.0,0.0
19.7,93.0,3.2,5.9,0.0,0.0
18.8,100.0,1.4,5.7,0.6,0.0
18.3,100.0,2.9,4.8,0.2,0.0
17.8,100.0,1.8,5.5,0.0,0.0
17.3,100.0,1.4,3.7,0.0,0.0
17.3,100.0,1.0,3.0,0.0,0.0
17.1,100.0,2.8,5.3,0.0,0.0
17.2,100.0,1.6,5.3,0.0,0.0
16.9,100.0,1.6,4.3,0.0,0.0
16.8,100.0,1.6,4.4,0.0,0.0
16.5,100.0,1.6,4.5,0.0,0.0
16.6,100.0,1.9,4.8,0.0,0.0
16.0,100.0,2.8,6.9,0.0,0.0
16.3,100.0,2.1,6.0,0.0,0.0
16.6,100.0,1.7,4.3,0.0,1.0
17.0,100.0,1.5,4.2,0.0,0.0
17.3,100.0,2.5,5.5,0.0,0.0
17.5,98.0,2.8,5.5,0.0,0.0
18.0,87.0,2.8,6.6,0.0,0.0
18.8,81.0,2.2,4.5,0.0,0.0
17.9,93.0,2.0,5.4,0.0,0.0
16.5,100.0,1.5,4.6,0.4,1.0
16.1,98.0,2.5,5.2,0.2,1.0
16.1,92.0,1.5,5.2,0.0,0.0
17.0,88.0,1.1,4.0,0.0,2.0
17.1,93.0,0.7,2.7,0.0,0.0
16.8,98.0,1.6,3.8,0.0,1.0
16.4,97.0,1.6,3.8,0.0,0.0
16.7,100.0,1.5,4.2,0.0,0.0
16.9,100.0,1.2,3.6,0.0,0.0
16.6,100.0,2.0,4.7,0.0,0.0
16.1,100.0,2.2,6.0,0.0,0.0
16.4,100.0,1.6,4.8,0.0,0.0
16.2,100.0,2.6,5.9,0.0,0.0
15.9,100.0,2.9,7.5,0.0,0.0
15.9,100.0,1.9,6.4,0.0,0.0
16.0,100.0,1.6,4.2,0.0,0.0
16.2,100.0,1.4,4.7,0.0,0.0
16.4,100.0,1.9,4.7,0.0,0.0
16.8,100.0,1.7,4.0,0.0,0.0
17.5,100.0,1.9,4.9,0.0,1.0
17.6,100.0,2.1,5.1,0.0,0.0
18.6,93.0,2.1,4.9,0.0,1.0
19.5,87.0,1.9,4.9,0.0,0.0
19.4,90.0,2.4,4.8,0.0,0.0
20.5,89.0,2.1,5.6,0.0,0.0
20.4,89.0,2.7,5.8,0.0,0.0
20.0,91.0,3.2,7.0,0.0,1.0
19.6,93.0,3.2,7.0,0.0,0.0
18.3,100.0,3.2,7.5,0.0,0.0
17.9,100.0,3.2,6.5,0.0,0.0
17.8,100.0,2.4,6.5,0.0,0.0
18.1,100.0,2.3,5.0,0.0,0.0
18.2,100.0,1.8,5.3,0.0,0.0
18.1,100.0,1.4,4.6,0.0,0.0
18.2,100.0,2.0,3.8,0.0,0.0
18.1,100.0,1.6,3.8,0.0,0.0
18.2,100.0,1.3,3.1,0.0,0.0
18.1,100.0,2.0,3.7,0.0,0.0
17.9,100.0,1.8,4.5,0.0,0.0
17.6,100.0,1.6,4.3,0.0,0.0
17.5,100.0,1.2,3.7,0.0,0.0
17.6,100.0,1.5,3.4,0.0,0.0
17.7,100.0,1.6,3.3,0.0,0.0
19.4,91.0,1.3,3.3,0.0,0.0
20.5,86.0,1.2,3.0,0.0,0.0
21.9,79.0,2.0,5.2,0.0,0.0
22.6,74.0,1.7,4.8,0.0,1.0
23.5,70.0,1.6,5.2,0.0,0.0
24.1,66.0,1.6,4.5,0.0,0.0
22.9,77.0,2.3,4.8,0.0,1.0
23.8,77.0,2.2,5.2,0.0,0.0
22.3,86.0,3.0,7.4,0.0,0.0
20.2,97.0,3.2,7.4,0.0,0.0
19.9,99.0,2.7,6.5,0.0,0.0
19.5,97.0,2.9,5.9,0.0,0.0
19.5,97.0,1.3,5.3,0.0,0.0
19.3,100.0,2.2,4.9,0.0,0.0
19.2,100.0,1.4,4.9,0.0,0.0
19.0,100.0,0.9,2.7,0.0,0.0
18.6,100.0,0.2,1.9,0.0,0.0
18.4,100.0,0.5,1.2,0.0,0.0
18.4,100.0,0.6,2.7,0.0,0.0
18.1,100.0,0.9,1.7,0.0,0.0
18.7,100.0,1.2,2.7,0.0,0.0
18.3,100.0,0.2,2.7,0.0,1.0
18.4,100.0,0.4,1.2,0.0,0.0
19.0,99.0,1.3,3.9,0.0,1.0
19.2,96.0,1.2,3.9,0.0,1.0
21.5,85.0,1.1,3.7,0.0,0.0
22.7,73.0,1.1,2.9,0.0,0.0
24.6,66.0,0.7,3.7,0.0,0.0
24.7,64.0,1.5,3.0,0.0,0.0
25.6,57.0,0.9,3.1,0.0,1.0
23.9,82.0,3.1,6.4,0.0,0.0
21.7,90.0,3.7,7.7,0.0,0.0
21.1,93.0,3.6,7.6,0.0,0.0
20.5,94.0,2.6,6.6,0.0,0.0
19.9,99.0,2.4,6.3,0.0,0.0
19.6,100.0,2.2,5.0,0.0,0.0
19.5,100.0,1.6,4.5,0.0,0.0
19.0,100.0,1.1,5.0,0.0,0.0
18.8,100.0,0.8,3.6,0.0,0.0
18.6,100.0,1.0,2.7,0.0,0.0
18.5,100.0,0.8,2.8,0.0,0.0
18.1,100.0,0.5,2.4,0.0,0.0
17.8,100.0,0.5,1.5,0.0,0.0
18.0,100.0,1.2,3.0,0.0,0.0
18.0,100.0,1.2,3.6,0.0,1.0
18.1,100.0,1.7,4.7,0.0,2.0
18.3,100.0,1.8,4.2,0.0,0.0
18.5,100.0,1.2,4.3,0.0,0.0
19.3,100.0,1.3,3.6,0.0,0.0
21.0,86.0,1.4,3.5,0.0,0.0
22.8,80.0,1.3,5.1,0.0,1.0
22.8,75.0,2.0,3.6,0.0,1.0
23.9,74.0,2.2,4.0,0.0,3.0
24.2,72.0,1.8,4.2,0.0,1.0
24.4,77.0,2.6,5.8,0.0,0.0
22.8,86.0,3.1,6.1,0.0,0.0
21.2,93.0,3.4,7.5,0.0,0.0
20.2,99.0,3.1,7.5,0.0,0.0
19.7,100.0,2.5,7.5,0.0,1.0
19.2,100.0,2.4,5.4,0.0,0.0
18.8,100.0,2.3,5.4,0.0,0.0
19.0,100.0,1.7,5.1,0.0,0.0
18.9,100.0,2.0,4.4,0.0,0.0
19.0,100.0,1.1,4.4,0.0,0.0
18.4,100.0,0.5,2.9,0.0,0.0
18.1,100.0,0.5,0.9,0.0,0.0
17.8,100.0,0.6,1.5,0.0,0.0
17.7,100.0,0.3,1.6,0.0,0.0
17.3,100.0,0.7,1.0,0.0,1.0
17.4,100.0,1.0,1.9,0.0,0.0
17.3,100.0,0.9,1.8,0.0,1.0
17.8,100.0,0.7,1.9,0.0,1.0
18.9,100.0,1.0,2.2,0.0,0.0
20.7,94.0,1.4,3.2,0.0,0.0
21.2,87.0,0.8,3.8,0.0,0.0
22.4,83.0,1.3,3.6,0.0,0.0
24.1,74.0,1.4,4.6,0.0,0.0
24.9,58.0,0.9,4.6,0.0,0.0
25.7,56.0,1.4,3.3,0.0,2.0
25.9,68.0,1.3,4.0,0.0,0.0
21.4,94.0,2.7,7.3,0.0,2.0
20.8,98.0,3.0,7.1,0.0,0.0
20.4,97.0,2.5,6.0,0.0,0.0
19.9,100.0,1.8,4.7,0.0,0.0
19.8,100.0,1.8,4.0,0.0,0.0
19.1,100.0,0.9,3.9,0.0,0.0
19.4,100.0,0.9,2.1,0.0,0.0
18.8,100.0,0.5,2.2,0.0,0.0
18.7,100.0,0.7,1.6,0.0,0.0
18.7,100.0,0.7,1.8,0.0,0.0
18.9,100.0,0.6,2.5,0.0,0.0
18.1,100.0,0.6,1.8,0.0,0.0
18.3,100.0,1.0,2.6,0.0,0.0
18.5,100.0,1.2,3.3,0.0,0.0
18.6,100.0,0.7,3.3,0.0,1.0
19.0,100.0,0.5,3.0,0.0,0.0
20.0,97.0,1.0,3.3,0.0,1.0
21.4,87.0,1.4,3.8,0.0,0.0
22.8,81.0,1.3,3.8,0.0,0.0
25.1,66.0,1.4,3.8,0.0,0.0
26.4,51.0,1.8,5.5,0.0,0.0
27.7,40.0,2.1,6.9,0.0,0.0
28.1,40.0,1.7,6.3,0.0,1.0
28.0,34.0,1.6,5.1,0.0,0.0
26.7,42.0,1.5,5.4,0.0,0.0
25.2,47.0,0.6,3.6,0.0,0.0
22.5,91.0,2.5,6.1,0.0,1.0
21.4,98.0,1.5,4.4,0.0,0.0
20.3,100.0,0.7,3.5,0.0,0.0
19.9,100.0,0.7,2.1,0.0,0.0
19.5,100.0,0.2,1.6,0.0,0.0
19.4,100.0,0.1,0.7,0.0,0.0
19.0,100.0,0.2,0.6,0.0,0.0
19.1,100.0,0.5,0.7,0.0,0.0
18.7,100.0,0.2,0.6,0.0,0.0
18.3,100.0,0.2,0.5,0.0,0.0
18.0,100.0,0.4,0.6,0.0,0.0
17.9,100.0,1.1,2.5,0.0,0.0
17.4,100.0,0.8,2.5,0.0,2.0
17.5,100.0,0.9,2.6,0.2,1.0
18.0,100.0,1.3,2.8,0.0,1.0
19.1,100.0,0.5,2.3,0.0,0.0
22.0,85.0,1.3,2.5,0.0,0.0
23.2,81.0,1.4,3.7,0.0,0.0
24.6,72.0,1.4,3.4,0.0,2.0
25.6,63.0,1.8,4.0,0.0,0.0
25.9,65.0,2.2,4.5,0.0,1.0
24.8,80.0,2.4,5.4,0.0,0.0
23.0,88.0,3.1,6.5,0.0,0.0
21.4,97.0,2.3,5.8,0.0,1.0
20.8,98.0,3.1,6.9,0.0,0.0
20.5,99.0,2.4,6.9,0.0,0.0
20.5,100.0,1.8,4.5,0.0,0.0
20.1,100.0,2.4,4.9,0.0,0.0
20.2,99.0,1.8,5.5,0.0,0.0
20.3,100.0,1.4,3.7,0.0,0.0
20.2,100.0,0.5,2.8,0.0,0.0
20.2,100.0,0.6,2.3,0.0,0.0
20.1,100.0,1.3,3.3,0.0,0.0
19.1,100.0,1.1,3.6,0.0,0.0
18.9,100.0,1.4,3.4,0.0,0.0
18.9,100.0,1.5,3.5,0.0,0.0
18.4,100.0,1.1,3.2,0.0,0.0
19.0,100.0,1.5,3.5,0.0,2.0
19.6,96.0,1.4,3.5,0.0,2.0
20.3,97.0,0.8,3.2,0.0,0.0
21.6,88.0,1.2,3.3,0.0,1.0
22.5,80.0,1.1,4.4,0.0,2.0
23.1,80.0,1.2,3.6,0.0,1.0
24.1,71.0,0.9,3.6,0.0,1.0
25.1,65.0,1.1,2.7,0.0,0.0
24.7,67.0,2.0,3.9,0.0,1.0
23.0,88.0,2.9,6.5,0.0,0.0
21.3,94.0,3.0,6.8,0.0,0.0
19.9,99.0,2.8,6.4,0.0,1.0
20.1,100.0,2.3,5.9,0.0,1.0
19.9,100.0,1.7,5.4,0.0,0.0
19.8,99.0,2.4,5.5,0.0,0.0
19.8,100.0,0.7,5.5,0.0,0.0
20.0,98.0,1.5,2.9,0.0,0.0
19.0,100.0,1.0,3.2,0.0,0.0
18.6,100.0,1.1,3.1,0.0,0.0
18.5,100.0,1.0,3.7,0.0,0.0
18.0,100.0,1.0,3.1,0.0,0.0
17.7,100.0,0.7,2.0,0.0,0.0
18.0,100.0,1.8,4.6,0.0,0.0
18.7,99.0,1.5,4.2,0.0,1.0
18.5,99.0,1.8,4.8,0.0,1.0
18.8,97.0,1.6,4.7,0.0,0.0
20.7,87.0,1.1,4.7,0.0,0.0
22.0,81.0,1.7,4.6,0.0,0.0
23.2,76.0,1.2,4.0,0.0,0.0
25.0,65.0,0.8,3.5,0.0,0.0
26.0,59.0,1.5,4.8,0.0,0.0
26.0,58.0,1.5,3.7,0.0,0.0
26.2,58.0,1.1,3.0,0.0,0.0
24.5,81.0,2.4,5.4,0.0,0.0
21.9,95.0,3.1,6.5,0.0,0.0
20.2,100.0,2.4,6.1,0.0,1.0
19.9,100.0,1.8,4.7,0.0,1.0
19.8,100.0,0.7,3.9,0.0,0.0
19.1,100.0,0.7,2.7,0.0,0.0
18.8,100.0,0.7,1.6,0.0,0.0
18.5,100.0,0.2,1.2,0.0,0.0
18.2,100.0,0.5,0.8,0.0,0.0
18.0,100.0,0.5,0.8,0.0,0.0
18.5,100.0,0.6,1.3,0.0,0.0
18.4,100.0,0.7,2.3,0.0,0.0
18.6,100.0,0.7,2.2,0.0,0.0
18.7,100.0,1.1,2.9,0.0,0.0
18.4,100.0,0.9,2.9,0.0,1.0
18.4,100.0,0.6,2.3,0.0,1.0
19.8,96.0,0.9,1.9,0.0,1.0
21.9,86.0,1.5,3.2,0.0,1.0
24.5,64.0,2.2,4.3,0.0,0.0
26.4,53.0,2.0,4.9,0.0,0.0
26.8,52.0,2.0,7.5,0.0,0.0
27.2,48.0,2.5,6.4,0.0,0.0
27.1,47.0,1.6,6.4,0.0,1.0
28.0,47.0,2.1,6.5,0.0,2.0
27.5,43.0,1.2,6.5,0.0,0.0
25.5,51.0,0.9,3.5,0.0,0.0
22.9,87.0,1.8,3.4,0.0,0.0
22.1,89.0,1.9,5.4,0.0,0.0
20.9,97.0,1.0,3.7,0.0,0.0
20.2,100.0,0.8,1.7,0.0,0.0
20.0,100.0,0.5,1.4,0.0,0.0
19.5,100.0,0.5,0.8,0.0,0.0
19.7,100.0,0.6,1.0,0.0,0.0
18.9,100.0,0.3,1.2,0.0,0.0
18.7,100.0,0.4,0.7,0.0,0.0
18.6,100.0,0.6,1.3,0.0,0.0
18.3,100.0,0.2,1.5,0.0,0.0
17.9,100.0,0.1,1.4,0.0,0.0
18.0,100.0,0.3,1.0,0.0,0.0
17.9,100.0,0.4,1.0,0.0,0.0
18.9,100.0,1.1,3.2,0.0,0.0
21.0,88.0,0.9,2.8,0.0,0.0
22.7,79.0,1.4,3.3,0.0,0.0
24.2,74.0,1.2,3.3,0.2,0.0
23.8,80.0,1.3,2.9,0.0,0.0
26.0,70.0,1.2,4.6,0.0,2.0
25.8,63.0,1.7,5.0,0.0,1.0
23.6,79.0,2.8,6.5,0.0,1.0
20.4,100.0,2.1,7.5,0.0,2.0
20.1,100.0,2.4,5.5,1.0,0.0
19.7,100.0,1.6,5.4,0.0,0.0
19.6,100.0,1.8,3.8,0.0,0.0
19.4,100.0,1.3,4.2,0.0,0.0
19.5,100.0,1.9,4.0,0.0,0.0
19.4,100.0,2.1,4.1,0.0,0.0
19.2,100.0,2.2,5.4,0.0,0.0
19.0,100.0,1.7,4.9,0.0,0.0
19.0,100.0,2.4,4.9,0.0,0.0
19.0,100.0,1.7,5.6,0.0,0.0
18.7,100.0,2.4,5.6,0.0,0.0
18.8,100.0,1.9,5.3,0.0,0.0
18.7,100.0,2.1,4.7,0.0,0.0
18.5,100.0,2.2,5.3,0.0,0.0
18.4,100.0,2.3,5.0,0.2,0.0
18.5,100.0,1.5,4.8,0.6,0.0
19.1,100.0,1.5,4.5,0.0,2.0
19.2,100.0,2.0,4.8,0.0,0.0
19.1,100.0,2.5,5.4,0.0,1.0
19.2,100.0,2.1,5.3,0.0,0.0
19.4,100.0,2.0,5.0,0.0,0.0
19.6,99.0,2.1,4.1,0.0,1.0
19.2,100.0,2.2,4.8,0.0,0.0
18.5,100.0,2.4,5.2,0.0,0.0
18.1,100.0,2.3,6.2,0.0,0.0
17.6,100.0,2.6,4.9,0.0,0.0
16.8,100.0,2.7,5.5,0.0,1.0
16.7,100.0,1.2,5.2,0.0,0.0
16.7,100.0,1.8,3.8,0.0,0.0
17.0,100.0,1.2,3.8,0.0,0.0
16.9,100.0,1.2,2.8,0.0,0.0
17.0,100.0,0.6,2.8,0.0,0.0
17.1,100.0,0.8,2.8,0.0,0.0
16.8,100.0,1.6,4.0,0.0,0.0
16.4,100.0,0.9,3.7,0.0,0.0
16.4,100.0,0.2,2.0,0.0,1.0
16.5,100.0,0.6,2.0,0.0,0.0
16.6,100.0,1.0,3.3,0.0,0.0
16.2,100.0,0.5,3.0,0.0,0.0
17.1,97.0,0.4,1.3,0.0,0.0
19.8,82.0,1.3,2.4,0.2,0.0
20.3,75.0,1.5,3.4,0.0,0.0
20.3,78.0,1.0,4.0,0.0,0.0
22.8,57.0,0.8,4.7,0.2,0.0
20.5,66.0,2.2,4.0,0.0,1.0
20.9,64.0,2.0,5.6,0.0,0.0
20.1,74.0,3.1,5.9,0.0,0.0
19.4,83.0,2.8,6.9,0.0,0.0
17.8,87.0,2.9,7.7,0.0,0.0
16.7,95.0,2.6,6.8,0.0,0.0
16.4,98.0,2.7,6.6,0.0,1.0
16.2,100.0,2.3,6.6,0.0,0.0
16.0,98.0,2.7,6.3,0.0,0.0
15.8,99.0,2.1,5.7,0.0,0.0
15.4,100.0,2.1,4.2,0.0,0.0
15.1,100.0,0.7,4.0,0.0,0.0
15.4,100.0,1.5,3.8,0.0,0.0
15.3,100.0,1.8,3.8,0.0,0.0
15.3,100.0,2.3,5.4,0.0,0.0
14.9,100.0,1.9,6.4,0.0,0.0
14.5,100.0,3.3,6.1,0.0,0.0
14.2,98.0,3.0,7.3,0.0,2.0
14.4,97.0,2.2,6.7,0.0,1.0
14.6,95.0,3.5,7.2,0.0,0.0
15.3,90.0,2.8,7.2,0.0,0.0
16.4,81.0,2.3,6.3,0.0,2.0
17.8,79.0,1.9,6.4,0.0,1.0
17.5,74.0,2.6,5.2,0.0,0.0
17.9,68.0,3.1,6.6,0.0,0.0
18.5,68.0,1.9,6.1,0.0,0.0
17.0,85.0,2.8,9.1,0.0,0.0
16.3,84.0,3.3,7.0,0.0,0.0
15.0,91.0,3.3,8.2,0.0,0.0
14.0,96.0,2.4,6.9,0.0,0.0
14.1,98.0,2.6,6.5,0.0,1.0
14.2,97.0,1.6,6.1,0.0,0.0
13.6,100.0,1.8,4.9,0.0,0.0
13.6,100.0,1.8,4.7,0.0,0.0
13.3,100.0,2.0,6.8,0.0,0.0
12.7,100.0,1.6,6.0,0.0,0.0
12.5,100.0,1.5,3.9,0.0,0.0
12.8,100.0,1.8,3.6,0.0,0.0
13.0,100.0,1.9,6.2,0.0,0.0
12.9,100.0,1.6,4.9,0.0,0.0
13.5,100.0,1.2,4.1,0.0,0.0
13.3,100.0,1.5,4.5,0.0,1.0
13.8,98.0,2.1,4.4,0.0,6.0
14.0,98.0,2.1,4.9,0.0,3.0
14.7,96.0,1.6,4.4,0.0,1.0
14.8,93.0,1.6,3.7,0.0,0.0
16.2,86.0,0.7,3.4,0.0,1.0
16.8,80.0,1.6,3.8,0.0,0.0
17.3,77.0,1.0,3.8,0.0,1.0
19.3,61.0,1.3,3.8,0.0,0.0
17.9,79.0,2.7,5.2,0.0,0.0
16.7,83.0,3.1,7.5,0.0,0.0
15.3,92.0,2.7,6.4,0.0,1.0
14.9,96.0,2.7,6.1,0.0,0.0
14.4,98.0,1.9,6.3,0.0,0.0
14.4,98.0,2.1,5.1,0.0,0.0
14.6,97.0,2.1,5.1,0.0,0.0
14.5,97.0,1.7,4.5,0.0,0.0
14.6,95.0,0.9,3.1,0.0,0.0
13.9,98.0,1.5,3.8,0.0,0.0
12.9,100.0,1.1,3.8,0.0,0.0
13.0,99.0,0.8,3.7,0.0,0.0
12.8,100.0,1.1,2.5,0.0,0.0
12.4,100.0,0.8,2.0,0.0,0.0
12.4,100.0,0.7,2.0,0.0,0.0
12.3,100.0,0.8,2.2,0.0,1.0
12.6,100.0,1.2,3.1,0.0,1.0
13.4,100.0,1.3,4.0,0.0,1.0
14.2,94.0,1.1,3.5,0.0,0.0
16.2,85.0,1.1,3.0,0.0,0.0
18.4,74.0,1.3,3.3,0.0,1.0
19.6,52.0,1.8,3.3,0.0,1.0
19.9,51.0,1.3,3.2,0.0,0.0
22.1,43.0,0.9,3.7,0.0,1.0
22.1,38.0,1.0,3.6,0.0,1.0
22.3,39.0,0.7,3.6,0.0,1.0
17.7,91.0,3.1,6.2,0.0,1.0
16.7,96.0,2.4,6.4,0.0,0.0
16.0,97.0,2.0,5.1,0.0,1.0
14.9,100.0,1.2,4.6,0.0,0.0
14.3,100.0,0.4,2.3,0.0,0.0
14.0,100.0,0.4,1.6,0.0,0.0
13.9,100.0,0.2,0.9,0.0,0.0
13.5,100.0,0.3,0.6,0.0,0.0
12.8,100.0,0.6,1.4,0.0,0.0
12.3,100.0,0.7,2.4,0.0,0.0
